,premise,hypothesis,label
1186,"યોજના એ જનરેટર છે જેનો ઉપદેશ લે કોર્બુઝિયરે આપ્યો હતો, પરંતુ ગેહરી સાથે, યોજના પરિણામ છે.",યોજના મહત્વની નથી.,2
1187,"યોજના એ જનરેટર છે જેનો ઉપદેશ લે કોર્બુઝિયરે આપ્યો હતો, પરંતુ ગેહરી સાથે, યોજના પરિણામ છે.",દેશ પર આક્રમણ કરવાની યોજના છે.,1
1188,બંદૂકો અને શસ્ત્રોના અન્ય સ્વરૂપો આ શ્રેણીમાં આવે છે.,બંદૂકને શસ્ત્રો તરીકે વર્ગીકૃત કરવામાં આવે છે.,1
1189,બંદૂકો અને શસ્ત્રોના અન્ય સ્વરૂપો આ શ્રેણીમાં આવે છે.,બંદૂકો એક શ્રેણીમાં છે.,0
1190,બંદૂકો અને શસ્ત્રોના અન્ય સ્વરૂપો આ શ્રેણીમાં આવે છે.,બંદૂકો શ્રેણીમાં નથી.,2
1191,"આ તહેવાર ત્રણથી ચાર દિવસ સુધી ઉજવવામાં આવે છે, જેમાં હોલી ક્રોસને જીતવા માટે ઘણી લડાઈઓ થાય છે.",તહેવાર એક અઠવાડિયામાં થાય છે.,0
1192,"આ તહેવાર ત્રણથી ચાર દિવસ સુધી ઉજવવામાં આવે છે, જેમાં હોલી ક્રોસને જીતવા માટે ઘણી લડાઈઓ થાય છે.",તહેવાર ઇટાલીમાં છે.,1
1193,"આ તહેવાર ત્રણથી ચાર દિવસ સુધી ઉજવવામાં આવે છે, જેમાં હોલી ક્રોસને જીતવા માટે ઘણી લડાઈઓ થાય છે.",તહેવાર ધાર્મિક નથી.,2
1194,"પછી કાયદાઓ અને કરારોની ભૂમિકા વિશે વિચારો, જેની મર્યાદાઓ પ્રવૃત્તિઓના ચોક્કસ કોરિડોર નીચે આર્થિક પ્રવૃત્તિઓના જોડાયેલા પ્રવાહને સક્ષમ કરે છે.",કાયદા અને અર્થશાસ્ત્ર અસંબંધિત છે.,2
1195,"પછી કાયદાઓ અને કરારોની ભૂમિકા વિશે વિચારો, જેની મર્યાદાઓ પ્રવૃત્તિઓના ચોક્કસ કોરિડોર નીચે આર્થિક પ્રવૃત્તિઓના જોડાયેલા પ્રવાહને સક્ષમ કરે છે.",કાયદાનો હેતુ હોય છે.,0
1196,"પછી કાયદાઓ અને કરારોની ભૂમિકા વિશે વિચારો, જેની મર્યાદાઓ પ્રવૃત્તિઓના ચોક્કસ કોરિડોર નીચે આર્થિક પ્રવૃત્તિઓના જોડાયેલા પ્રવાહને સક્ષમ કરે છે.",ટેક્સ કાયદાનો હેતુ હોય છે.,1
1197,"પરંતુ સમાન હોવું એ સમાન, સમાન અથવા સમાન હોવા સમાન નથી.",સમાન લોકો એકબીજાના સમાન હોય છે.,2
1198,"પરંતુ સમાન હોવું એ સમાન, સમાન અથવા સમાન હોવા સમાન નથી.",સમાનતાનો અર્થ સમાન નથી.,0
1199,"પરંતુ સમાન હોવું એ સમાન, સમાન અથવા સમાન હોવા સમાન નથી.",અનન્ય લોકો હજુ પણ સમાન હોઈ શકે છે.,1
1200,"તેમણે ખાતરી આપી કે બુલિયન આદર્શીકરણમાં તેની સમસ્યાઓ હતી, પરંતુ જાણવા મળ્યું કે ઘણા કિસ્સાઓમાં જનીનનો પ્રતિભાવ તેના ઇનપુટ્સ માટે બિનરેખીય હતો.",બુલિયન આદર્શીકરણ અપૂર્ણ છે.,0
1201,"તેમણે ખાતરી આપી કે બુલિયન આદર્શીકરણમાં તેની સમસ્યાઓ હતી, પરંતુ જાણવા મળ્યું કે ઘણા કિસ્સાઓમાં જનીનનો પ્રતિભાવ તેના ઇનપુટ્સ માટે બિનરેખીય હતો.",જીન્સ હંમેશા તેના ઇનપુટ્સ માટે રેખીય હતા.,2
1202,"તેમણે ખાતરી આપી કે બુલિયન આદર્શીકરણમાં તેની સમસ્યાઓ હતી, પરંતુ જાણવા મળ્યું કે ઘણા કિસ્સાઓમાં જનીનનો પ્રતિભાવ તેના ઇનપુટ્સ માટે બિનરેખીય હતો.",દરવાનનો બુલિયન આદર્શીકરણ પર અભિપ્રાય છે.,1
1203,"પરંતુ જે ઘરોમાં પરિવારના સભ્યો કોમ્પ્યુટર, ખાસ કરીને ઈન્ટરનેટ સાથે વ્યસ્ત હોય છે, ત્યાં વાતચીત કરવામાં અને સંયુક્ત લેઝર પ્રવૃત્તિઓનો આનંદ માણવામાં સમય પસાર થતો નથી.",બાળકો કોમ્પ્યુટરનો ઉપયોગ અને ઈન્ટરનેટ બ્રાઉઝ કરવાના વ્યસની બની શકે છે.,1
